Order_ID,Order Date-Time,Order_Priority,Cost
56960,8/6/2009-22:51:29,HIGH,Rs 911
57059,6/1/2011-14:16:54,MEDIUM,Rs 93
57568,6/17/2010-20:13:48,NOT SPECIFIED,Rs 82
57798,9/15/2012-17:56:7,HIGH,Rs 33
58273,6/20/2010-15:45:33,HIGH,Rs 611
58693,10/21/2009-2:3:53,LOW,Rs 64
58818,4/15/2009-4:4:52,CRITICAL,Rs 43
59171,9/12/2011-14:26:32,MEDIUM,Rs 811
59271,4/25/2011-16:28:30,NOT SPECIFIED,Rs 49
59680,6/18/2012-3:8:21,CRITICAL,Rs 66
97,1/28/2010-11:36:36,MEDIUM,Rs 8
323,3/25/2009-11:10:38,CRITICAL,Rs 18
1095,8/21/2011-17:43:27,MEDIUM,Rs 89
2562,7/31/2012-18:54:4,CRITICAL,Rs 48
4099,8/20/2012-19:17:49,CRITICAL,Rs 911
5509,4/7/2009-19:23:6,LOW,Rs 17
8132,5/14/2009-23:24:30,LOW,Rs 64
8868,1/28/2009-2:7:34,LOW,Rs 511
10213,2/17/2011-17:9:5,HIGH,Rs 31
10884,11/25/2009-5:58:9,LOW,Rs 86
11843,7/17/2009-4:5:41,MEDIUM,Rs 9
12099,9/11/2009-6:3:53,CRITICAL,Rs 72
12418,2/18/2012-20:58:47,NOT SPECIFIED,Rs 96
13923,7/8/2012-20:42:20,HIGH,Rs 24
14439,8/30/2012-6:6:6,HIGH,Rs 99
16643,4/11/2010-16:59:37,LOW,Rs 86
16807,1/15/2012-13:45:36,MEDIUM,Rs 71
16864,10/29/2012-21:16:23,NOT SPECIFIED,Rs 23
18147,7/17/2009-4:8:4,NOT SPECIFIED,Rs 89
18918,10/27/2012-17:49:38,NOT SPECIFIED,Rs 82
18919,6/28/2009-4:16:57,LOW,Rs 51
19104,8/10/2010-7:57:51,HIGH,Rs 53
19207,3/15/2012-1:13:1,NOT SPECIFIED,Rs 45
19840,5/24/2010-7:2:55,CRITICAL,Rs 11
19943,11/24/2009-12:23:53,CRITICAL,Rs 11
20002,8/12/2012-15:17:16,MEDIUM,Rs 94
20066,9/2/2012-8:15:45,CRITICAL,Rs 34
20615,4/15/2012-22:45:14,MEDIUM,Rs 46
20864,12/6/2011-23:13:56,HIGH,Rs 611
20868,10/9/2010-16:2:11,LOW,Rs 111
21541,10/8/2009-18:49:4,NOT SPECIFIED,Rs 38
22661,9/26/2010-17:14:20,NOT SPECIFIED,Rs 49
22689,10/9/2011-21:49:46,LOW,Rs 96
23361,7/3/2010-15:11:5,CRITICAL,Rs 18
23396,6/18/2010-14:53:40,LOW,Rs 9
23427,8/8/2011-20:12:24,LOW,Rs 111
23751,3/18/2009-21:49:16,MEDIUM,Rs 51
23943,6/23/2011-3:45:5,CRITICAL,Rs 9
24608,8/14/2012-14:26:55,MEDIUM,Rs 73
25507,8/5/2009-3:25:16,NOT SPECIFIED,Rs 25
25509,5/22/2009-15:36:2,CRITICAL,Rs 46
25952,9/4/2010-7:32:4,HIGH,Rs 34
26336,5/26/2012-6:45:27,HIGH,Rs 75
27558,7/7/2011-4:25:35,NOT SPECIFIED,Rs 88
27969,6/8/2010-21:8:37,LOW,Rs 69
29637,5/25/2009-16:33:47,HIGH,Rs 27
30469,12/25/2012-14:14:19,NOT SPECIFIED,Rs 92
31460,8/26/2012-14:38:25,HIGH,Rs 25
31939,6/25/2011-5:3:2,HIGH,Rs 14
33826,12/19/2010-16:39:12,LOW,Rs 911
34151,9/9/2011-8:32:5,NOT SPECIFIED,Rs 29
34659,11/19/2012-7:41:55,HIGH,Rs 34
35200,2/5/2009-11:21:40,MEDIUM,Rs 311
35456,11/1/2012-7:45:32,CRITICAL,Rs 36
35840,5/29/2010-7:58:7,HIGH,Rs 14
36069,12/5/2009-19:22:26,LOW,Rs 62
36640,11/18/2011-7:59:24,NOT SPECIFIED,Rs 49
36931,1/19/2011-16:53:27,NOT SPECIFIED,Rs 31
37543,12/31/2011-17:37:58,MEDIUM,Rs 611
39111,7/25/2011-13:10:11,MEDIUM,Rs 56
39139,11/13/2010-13:44:32,NOT SPECIFIED,Rs 91
39490,8/12/2012-11:51:54,LOW,Rs 44
39938,6/10/2012-23:29:20,HIGH,Rs 85
40098,2/5/2012-2:5:6,LOW,Rs 88
41056,3/26/2012-9:9:19,CRITICAL,Rs 69
42115,2/18/2012-21:53:12,CRITICAL,Rs 81
43459,11/7/2011-21:37:34,CRITICAL,Rs 82
45476,4/18/2012-6:18:32,CRITICAL,Rs 1
45958,5/25/2011-10:17:5,MEDIUM,Rs 91
47591,1/2/2012-11:10:18,CRITICAL,Rs 26
49764,10/3/2010-13:55:27,LOW,Rs 25
50118,3/18/2010-9:18:29,NOT SPECIFIED,Rs 95
50183,5/24/2010-3:55:24,HIGH,Rs 49
50786,10/12/2009-16:45:52,LOW,Rs 28
50978,3/31/2012-1:33:18,HIGH,Rs 45
50983,6/28/2011-11:39:30,CRITICAL,Rs 66
52002,6/4/2009-13:37:12,HIGH,Rs 611
52227,2/12/2009-4:33:7,MEDIUM,Rs 73
52261,4/21/2011-16:8:56,NOT SPECIFIED,Rs 68
52743,7/4/2010-5:33:46,HIGH,Rs 711
53120,5/17/2012-19:23:42,NOT SPECIFIED,Rs 74
53920,3/18/2009-23:59:28,CRITICAL,Rs 25
54630,8/10/2012-4:40:6,LOW,Rs 29
55299,3/30/2012-23:2:33,LOW,Rs 32
55520,5/7/2011-11:58:58,CRITICAL,Rs 82
55653,11/26/2010-17:27:7,MEDIUM,Rs 39
56577,11/2/2011-8:12:58,CRITICAL,Rs 35
56711,2/6/2011-17:55:36,LOW,Rs 211
56769,11/29/2010-1:44:25,MEDIUM,Rs 64
57440,7/23/2010-9:42:3,LOW,Rs 65
57889,4/7/2010-4:35:56,LOW,Rs 24
58564,11/12/2012-3:30:34,CRITICAL,Rs 7
59072,5/25/2009-18:57:36,NOT SPECIFIED,Rs 94
59652,1/27/2011-7:50:6,MEDIUM,Rs 64
59783,8/19/2010-18:1:47,LOW,Rs 69
195,12/27/2010-13:19:48,MEDIUM,Rs 26
224,6/17/2009-9:50:10,NOT SPECIFIED,Rs 86
263,5/16/2009-10:35:30,HIGH,Rs 87
353,12/30/2010-16:52:54,LOW,Rs 911
417,2/5/2009-8:1:17,MEDIUM,Rs 98
448,8/20/2011-9:7:51,MEDIUM,Rs 22
871,11/14/2011-19:29:32,LOW,Rs 39
929,10/1/2012-7:23:39,HIGH,Rs 65
967,6/20/2012-4:16:29,MEDIUM,Rs 91
1575,9/12/2011-8:2:3,MEDIUM,Rs 55
1637,2/7/2011-18:4:30,NOT SPECIFIED,Rs 12
1888,10/30/2010-20:19:17,NOT SPECIFIED,Rs 89
2052,4/12/2012-22:22:42,HIGH,Rs 24
2055,9/3/2010-7:59:54,CRITICAL,Rs 65
2309,9/3/2011-4:30:17,LOW,Rs 76
2341,5/29/2010-6:29:24,LOW,Rs 49
2436,9/10/2011-20:58:49,NOT SPECIFIED,Rs 22
2500,8/14/2012-11:34:43,HIGH,Rs 77
2535,5/24/2010-21:34:29,LOW,Rs 56
2658,9/22/2011-19:44:28,MEDIUM,Rs 811
2725,5/20/2009-5:49:18,NOT SPECIFIED,Rs 211
2756,4/17/2009-2:21:26,CRITICAL,Rs 35
2853,5/4/2009-9:35:16,HIGH,Rs 811
2914,3/2/2010-15:21:15,MEDIUM,Rs 39
3008,11/7/2011-6:7:7,MEDIUM,Rs 11
3042,11/20/2009-12:20:19,MEDIUM,Rs 24
3175,7/14/2009-3:53:48,LOW,Rs 511
3300,7/14/2011-21:9:39,LOW,Rs 19
3328,11/18/2012-4:2:43,LOW,Rs 24
3525,12/21/2011-8:13:5,NOT SPECIFIED,Rs 711
3526,3/15/2011-14:13:10,LOW,Rs 29
3621,5/5/2010-3:28:8,MEDIUM,Rs 38
3649,7/5/2009-5:13:40,LOW,Rs 13
3814,2/21/2011-19:15:13,LOW,Rs 95
3911,3/16/2011-14:10:18,NOT SPECIFIED,Rs 56
4134,1/11/2011-10:32:35,CRITICAL,Rs 94
4230,3/3/2012-17:8:10,CRITICAL,Rs 68
4324,7/16/2011-7:3:57,CRITICAL,Rs 43
4581,9/3/2012-3:34:10,NOT SPECIFIED,Rs 111
4706,12/28/2012-3:20:4,NOT SPECIFIED,Rs 41
4738,4/7/2012-1:15:47,HIGH,Rs 48
4771,12/13/2012-17:47:5,CRITICAL,Rs 6
4804,1/27/2012-9:42:35,HIGH,Rs 88
4870,8/5/2009-16:48:22,MEDIUM,Rs 311
4931,11/16/2009-11:5:2,CRITICAL,Rs 19
5094,3/28/2010-17:45:44,NOT SPECIFIED,Rs 411
5188,3/1/2011-2:16:31,NOT SPECIFIED,Rs 52
5408,7/20/2012-13:36:27,LOW,Rs 71
5472,4/10/2010-13:4:40,LOW,Rs 63
5702,9/6/2010-22:36:5,NOT SPECIFIED,Rs 48
5958,9/15/2011-9:30:45,MEDIUM,Rs 52
5984,6/17/2009-15:12:21,LOW,Rs 55
5989,10/14/2011-15:12:46,MEDIUM,Rs 19
5990,4/7/2010-17:39:3,CRITICAL,Rs 75
6054,9/8/2011-13:51:51,LOW,Rs 7
6531,7/17/2010-15:11:28,HIGH,Rs 98
6564,1/21/2011-20:21:12,LOW,Rs 84
6566,5/21/2011-6:35:4,CRITICAL,Rs 81
6693,5/24/2012-12:35:10,CRITICAL,Rs 27
6753,9/26/2010-2:33:50,LOW,Rs 79
6788,8/4/2011-21:4:3,NOT SPECIFIED,Rs 45
6880,5/25/2009-1:57:55,MEDIUM,Rs 9
6886,1/19/2012-6:51:20,HIGH,Rs 11
7042,1/8/2012-23:15:5,MEDIUM,Rs 82
7043,1/25/2009-9:7:33,CRITICAL,Rs 211
7174,3/10/2012-14:21:57,NOT SPECIFIED,Rs 18
7812,4/20/2011-23:32:5,LOW,Rs 96
7840,1/8/2011-10:20:28,LOW,Rs 93
8001,11/19/2010-2:22:54,HIGH,Rs 91
8101,3/4/2010-2:20:57,MEDIUM,Rs 411
8161,6/3/2009-6:33:57,HIGH,Rs 18
8325,1/14/2009-5:40:42,CRITICAL,Rs 22
8576,1/9/2009-16:25:11,HIGH,Rs 59
8582,11/20/2010-1:34:34,LOW,Rs 211
8832,2/2/2012-5:7:45,LOW,Rs 82
8901,8/20/2011-9:38:54,LOW,Rs 97
8930,5/19/2009-8:36:45,MEDIUM,Rs 24
8999,6/12/2009-7:34:28,HIGH,Rs 94
9091,11/11/2010-21:23:17,HIGH,Rs 35
9092,7/24/2009-16:8:37,NOT SPECIFIED,Rs 71
9093,12/9/2011-7:33:42,MEDIUM,Rs 64
9251,8/29/2010-15:56:15,MEDIUM,Rs 11
9344,12/6/2011-3:27:44,LOW,Rs 41
9824,1/22/2011-11:39:8,CRITICAL,Rs 4
10052,9/7/2009-12:1:49,NOT SPECIFIED,Rs 55
10080,2/12/2010-12:27:46,LOW,Rs 66
10117,11/16/2010-3:9:16,MEDIUM,Rs 92
10146,5/1/2009-5:58:4,LOW,Rs 511
10277,4/7/2009-14:43:4,MEDIUM,Rs 4
10305,7/7/2009-1:38:54,LOW,Rs 55
10339,10/11/2011-1:32:10,LOW,Rs 27
10466,12/25/2012-22:52:12,HIGH,Rs 111
10562,11/11/2009-1:26:42,NOT SPECIFIED,Rs 67
10563,9/29/2010-10:31:59,CRITICAL,Rs 24
10658,8/27/2009-5:22:45,LOW,Rs 76
10662,5/12/2011-5:32:19,LOW,Rs 31
10948,8/13/2012-18:10:55,MEDIUM,Rs 21
11014,9/7/2010-9:34:1,HIGH,Rs 86
11077,3/20/2009-13:18:38,LOW,Rs 99
11174,4/9/2009-21:39:35,MEDIUM,Rs 98
11680,9/4/2009-20:22:59,MEDIUM,Rs 99
11682,7/4/2010-11:44:46,LOW,Rs 28
11714,8/4/2009-17:54:59,CRITICAL,Rs 46
11748,6/3/2009-4:32:25,NOT SPECIFIED,Rs 111
11780,9/21/2010-8:46:19,CRITICAL,Rs 95
12007,9/27/2009-14:38:8,NOT SPECIFIED,Rs 54
12039,6/16/2010-1:59:12,HIGH,Rs 77
12066,2/6/2011-6:47:7,MEDIUM,Rs 54
12262,12/10/2011-23:45:58,LOW,Rs 111
12486,2/20/2011-21:53:47,HIGH,Rs 8
12612,12/21/2010-15:20:46,LOW,Rs 17
12706,11/20/2009-9:41:18,CRITICAL,Rs 911
12708,1/7/2010-19:21:47,LOW,Rs 94
12930,11/24/2011-12:58:52,HIGH,Rs 61
12965,6/25/2010-21:20:44,MEDIUM,Rs 42
13090,7/26/2010-13:53:48,NOT SPECIFIED,Rs 65
13157,2/11/2012-14:54:56,MEDIUM,Rs 85
13218,5/16/2009-6:2:45,HIGH,Rs 62
13314,5/13/2009-12:25:51,HIGH,Rs 77
13536,8/18/2009-4:34:33,MEDIUM,Rs 811
13569,4/10/2011-19:41:19,CRITICAL,Rs 27
13570,12/2/2012-8:40:24,NOT SPECIFIED,Rs 86
13602,1/13/2009-13:45:47,LOW,Rs 17
13668,2/24/2012-10:45:28,CRITICAL,Rs 61
13958,1/23/2010-4:32:30,LOW,Rs 17
13991,3/6/2012-5:22:44,HIGH,Rs 611
14048,5/17/2010-2:4:6,NOT SPECIFIED,Rs 89
14311,8/1/2009-9:2:41,CRITICAL,Rs 5
14434,2/15/2011-21:22:13,NOT SPECIFIED,Rs 29
14630,10/16/2012-12:33:50,LOW,Rs 74
14851,5/11/2012-6:14:51,NOT SPECIFIED,Rs 29
14950,9/26/2010-18:3:33,LOW,Rs 35
14981,10/26/2010-15:12:40,MEDIUM,Rs 211
15105,11/3/2009-10:5:20,LOW,Rs 92
15111,12/17/2009-20:13:30,NOT SPECIFIED,Rs 96
15202,7/9/2010-15:9:12,HIGH,Rs 29
15206,11/4/2010-11:58:26,LOW,Rs 49
15616,3/23/2012-15:26:2,CRITICAL,Rs 46
15654,10/2/2009-14:35:59,NOT SPECIFIED,Rs 64
16102,12/13/2009-6:9:37,NOT SPECIFIED,Rs 49
16356,8/2/2011-1:44:41,CRITICAL,Rs 17
16481,2/18/2011-5:49:11,LOW,Rs 93
16641,5/10/2010-21:53:12,HIGH,Rs 23
16642,3/2/2011-18:17:35,NOT SPECIFIED,Rs 48
16709,10/6/2012-15:48:32,HIGH,Rs 4
16992,12/12/2010-2:40:19,HIGH,Rs 63
16995,12/18/2010-9:6:12,NOT SPECIFIED,Rs 11
17093,2/11/2012-5:3:6,NOT SPECIFIED,Rs 17
17510,10/30/2012-17:50:10,CRITICAL,Rs 58
17542,8/31/2010-16:56:48,LOW,Rs 67
17568,10/8/2010-13:29:11,NOT SPECIFIED,Rs 7
17571,3/15/2012-18:25:40,NOT SPECIFIED,Rs 85
17636,2/4/2009-6:39:44,LOW,Rs 3
17669,4/29/2009-3:24:30,HIGH,Rs 95
17700,10/27/2012-14:19:8,CRITICAL,Rs 6
17701,5/21/2012-21:49:39,CRITICAL,Rs 63
17799,9/20/2012-5:51:57,MEDIUM,Rs 81
18275,1/10/2012-21:3:8,LOW,Rs 59
18336,4/24/2009-10:9:25,NOT SPECIFIED,Rs 4
18402,8/29/2009-6:19:19,LOW,Rs 17
18466,5/21/2012-1:53:3,LOW,Rs 25
18530,12/31/2010-6:36:54,NOT SPECIFIED,Rs 31
18790,2/11/2009-10:7:48,HIGH,Rs 43
18819,2/25/2009-23:53:27,LOW,Rs 64
18855,9/15/2009-22:53:57,HIGH,Rs 85
19040,12/19/2011-12:28:54,HIGH,Rs 77
19041,7/26/2011-23:43:29,LOW,Rs 12
19047,1/28/2009-19:24:53,HIGH,Rs 87
19143,11/4/2012-16:31:37,HIGH,Rs 511
19264,9/29/2011-16:46:11,HIGH,Rs 27
19296,4/10/2010-17:52:10,HIGH,Rs 11
19299,3/18/2009-9:47:27,NOT SPECIFIED,Rs 67
19429,8/24/2009-21:36:49,NOT SPECIFIED,Rs 52
19430,11/13/2010-9:49:29,CRITICAL,Rs 44
19524,1/14/2010-15:33:8,CRITICAL,Rs 11
19556,12/30/2010-19:33:32,NOT SPECIFIED,Rs 68
19815,3/25/2010-4:42:29,NOT SPECIFIED,Rs 72
20096,8/19/2012-11:48:37,LOW,Rs 75
20132,5/17/2010-7:15:8,LOW,Rs 17
20225,7/26/2010-23:27:48,LOW,Rs 55
20325,7/3/2010-15:20:1,CRITICAL,Rs 38
20450,12/7/2012-17:24:16,CRITICAL,Rs 61
20519,4/10/2009-8:15:28,HIGH,Rs 92
20679,8/14/2010-13:22:58,MEDIUM,Rs 79
20706,7/12/2009-12:19:29,HIGH,Rs 8
20898,10/30/2011-9:14:49,MEDIUM,Rs 46
20995,3/27/2012-2:42:34,MEDIUM,Rs 96
21159,6/7/2011-1:27:25,LOW,Rs 93
21191,11/14/2012-11:19:27,HIGH,Rs 22
21286,5/16/2009-5:32:51,CRITICAL,Rs 51
21346,6/7/2011-7:55:26,HIGH,Rs 78
21475,2/20/2011-4:8:51,CRITICAL,Rs 26
21539,7/9/2010-6:24:10,MEDIUM,Rs 26
21639,2/2/2011-14:11:35,NOT SPECIFIED,Rs 63
21760,1/30/2011-20:12:11,NOT SPECIFIED,Rs 9
21827,11/9/2012-5:20:44,NOT SPECIFIED,Rs 45
21927,12/10/2011-15:23:27,HIGH,Rs 1
21988,3/28/2010-11:20:35,MEDIUM,Rs 63
22083,2/17/2009-12:36:37,CRITICAL,Rs 6
22402,5/27/2009-8:40:39,CRITICAL,Rs 18
22433,3/3/2011-4:2:40,CRITICAL,Rs 12
22465,7/21/2012-7:10:6,NOT SPECIFIED,Rs 99
22466,3/28/2012-23:30:44,LOW,Rs 39
22497,4/28/2012-4:10:26,MEDIUM,Rs 94
22752,12/7/2012-9:50:2,LOW,Rs 27
22848,12/10/2011-8:4:28,NOT SPECIFIED,Rs 711
22850,4/30/2011-17:48:24,MEDIUM,Rs 46
22912,10/16/2010-21:17:33,LOW,Rs 34
22913,6/25/2010-3:48:5,CRITICAL,Rs 35
22914,1/13/2012-3:8:27,CRITICAL,Rs 62
23042,4/26/2009-17:4:55,MEDIUM,Rs 32
23168,9/15/2010-17:53:1,LOW,Rs 34
23235,7/5/2011-2:28:20,HIGH,Rs 98
23238,3/31/2010-22:25:13,NOT SPECIFIED,Rs 93
23297,7/2/2012-1:29:58,CRITICAL,Rs 62
23301,4/18/2011-19:48:42,HIGH,Rs 55
23329,12/26/2010-18:46:32,LOW,Rs 57
23366,11/19/2010-8:27:40,NOT SPECIFIED,Rs 55
23395,10/27/2012-4:17:42,MEDIUM,Rs 911
23488,1/6/2009-17:43:28,HIGH,Rs 91
23555,12/11/2012-23:26:42,HIGH,Rs 79
23617,5/5/2011-15:37:17,NOT SPECIFIED,Rs 71
23652,8/30/2009-18:32:55,NOT SPECIFIED,Rs 83
23680,11/6/2010-16:28:55,NOT SPECIFIED,Rs 95
23719,7/25/2010-7:12:25,CRITICAL,Rs 32
23778,7/13/2009-6:56:31,LOW,Rs 13
23808,2/7/2009-2:9:8,LOW,Rs 47
23877,7/12/2009-8:8:3,NOT SPECIFIED,Rs 72
24548,3/14/2011-22:35:51,HIGH,Rs 66
24610,1/18/2010-12:51:45,NOT SPECIFIED,Rs 53
24677,3/5/2012-2:6:2,LOW,Rs 29
25027,12/16/2009-15:7:57,MEDIUM,Rs 29
25378,12/18/2011-5:12:11,NOT SPECIFIED,Rs 811
25445,5/25/2009-3:2:38,LOW,Rs 31
25476,10/2/2012-15:22:12,NOT SPECIFIED,Rs 16
25797,9/1/2012-21:40:58,NOT SPECIFIED,Rs 18
25889,6/8/2010-13:50:30,LOW,Rs 59
25986,6/22/2012-22:16:49,MEDIUM,Rs 84
26021,9/14/2012-1:23:23,CRITICAL,Rs 83
26055,11/25/2012-15:24:36,NOT SPECIFIED,Rs 19
26274,6/12/2012-13:56:8,NOT SPECIFIED,Rs 811
26437,11/28/2011-21:57:11,CRITICAL,Rs 18
26464,12/11/2011-17:53:55,HIGH,Rs 85
26631,11/1/2010-21:30:55,CRITICAL,Rs 89
26689,9/29/2009-4:51:18,HIGH,Rs 95
26786,4/7/2010-12:47:50,MEDIUM,Rs 26
26976,5/20/2011-15:15:7,NOT SPECIFIED,Rs 11
27169,9/11/2011-18:51:27,NOT SPECIFIED,Rs 14
27524,2/1/2010-19:22:52,NOT SPECIFIED,Rs 59
27554,3/10/2011-2:35:6,CRITICAL,Rs 81
27712,3/4/2010-6:5:3,LOW,Rs 83
27715,9/19/2011-15:57:43,HIGH,Rs 91
27744,8/3/2010-18:8:29,CRITICAL,Rs 8
27745,9/20/2010-15:36:57,LOW,Rs 411
28007,4/8/2010-8:46:57,NOT SPECIFIED,Rs 98
28129,1/26/2012-13:32:50,MEDIUM,Rs 99
28224,12/19/2012-16:7:28,CRITICAL,Rs 63
28354,3/27/2009-21:38:5,LOW,Rs 97
28387,6/29/2012-4:15:19,NOT SPECIFIED,Rs 64
28485,1/12/2012-17:31:51,HIGH,Rs 29
28643,4/27/2010-16:24:52,NOT SPECIFIED,Rs 97
28737,10/3/2011-20:45:48,CRITICAL,Rs 71
28807,3/31/2011-18:28:42,HIGH,Rs 47
28832,9/24/2010-20:11:29,MEDIUM,Rs 91
28933,7/9/2009-12:40:9,CRITICAL,Rs 84
29090,1/16/2012-14:25:52,MEDIUM,Rs 61
29221,5/29/2012-20:7:44,HIGH,Rs 41
29284,4/10/2009-14:23:19,MEDIUM,Rs 62
29505,12/27/2012-16:29:18,MEDIUM,Rs 74
29831,3/29/2012-19:42:26,CRITICAL,Rs 52
30759,5/8/2009-11:3:19,NOT SPECIFIED,Rs 63
30848,5/1/2011-8:10:47,MEDIUM,Rs 611
30885,6/21/2010-9:19:32,HIGH,Rs 9
30887,7/7/2010-22:49:54,CRITICAL,Rs 811
31233,9/24/2011-2:56:1,LOW,Rs 95
31461,6/27/2011-9:36:50,MEDIUM,Rs 16
31524,6/26/2011-1:50:28,LOW,Rs 73
31590,6/5/2010-10:12:34,CRITICAL,Rs 37
31619,9/17/2009-23:15:47,LOW,Rs 48
32099,5/5/2010-20:53:29,NOT SPECIFIED,Rs 26
32129,7/2/2011-21:33:34,CRITICAL,Rs 9
32291,11/5/2009-18:49:27,MEDIUM,Rs 311
32932,1/9/2010-19:25:21,LOW,Rs 32
33095,2/15/2009-10:11:55,NOT SPECIFIED,Rs 83
33126,11/12/2011-9:9:36,CRITICAL,Rs 94
33222,6/19/2012-14:7:42,MEDIUM,Rs 29
33317,5/11/2009-10:43:27,HIGH,Rs 18
33445,8/2/2012-21:26:16,LOW,Rs 46
33604,8/18/2011-13:59:8,HIGH,Rs 45
33696,5/7/2009-10:46:25,HIGH,Rs 111
33702,9/2/2012-15:42:58,NOT SPECIFIED,Rs 11
33923,1/7/2009-6:14:44,LOW,Rs 11
33924,10/18/2012-12:32:37,NOT SPECIFIED,Rs 93
34243,2/11/2011-21:42:41,HIGH,Rs 24
34279,3/28/2012-16:19:25,NOT SPECIFIED,Rs 511
34406,9/28/2012-19:23:30,MEDIUM,Rs 53
34597,12/16/2010-8:31:3,MEDIUM,Rs 28
34980,8/2/2010-1:7:17,NOT SPECIFIED,Rs 52
35361,4/6/2009-19:55:42,MEDIUM,Rs 81
35587,11/10/2011-17:22:43,CRITICAL,Rs 51
35780,1/17/2011-5:8:38,MEDIUM,Rs 55
35814,3/27/2012-20:4:22,HIGH,Rs 5
35938,11/17/2012-14:25:45,NOT SPECIFIED,Rs 44
35968,3/3/2012-20:45:38,NOT SPECIFIED,Rs 65
36033,12/19/2009-21:1:23,NOT SPECIFIED,Rs 65
36067,7/4/2009-9:44:45,HIGH,Rs 71
36160,11/22/2012-8:44:29,LOW,Rs 911
36356,12/25/2011-21:10:46,MEDIUM,Rs 78
36647,6/30/2009-2:49:35,HIGH,Rs 13
36832,6/1/2012-14:34:1,LOW,Rs 83
36836,2/26/2010-23:21:8,MEDIUM,Rs 1
36867,9/5/2009-16:26:13,HIGH,Rs 68
37250,1/14/2010-2:4:43,HIGH,Rs 94
37505,6/3/2011-3:20:12,LOW,Rs 83
37537,1/2/2009-23:47:9,LOW,Rs 11
37606,2/22/2010-19:24:4,CRITICAL,Rs 53
37668,1/8/2010-11:39:19,LOW,Rs 24
37830,8/16/2009-18:32:37,NOT SPECIFIED,Rs 43
37957,11/5/2010-3:33:34,NOT SPECIFIED,Rs 41
38406,12/2/2010-9:9:6,MEDIUM,Rs 46
38594,12/1/2009-13:56:36,MEDIUM,Rs 84
38657,5/28/2010-14:32:38,NOT SPECIFIED,Rs 84
38850,4/29/2010-14:2:2,MEDIUM,Rs 18
38913,9/6/2009-22:47:49,NOT SPECIFIED,Rs 84
38948,6/5/2011-9:27:40,NOT SPECIFIED,Rs 63
39041,10/26/2011-20:14:55,CRITICAL,Rs 6
39136,6/24/2009-9:1:19,HIGH,Rs 24
39232,7/12/2011-4:39:35,LOW,Rs 53
39617,12/17/2011-2:1:19,NOT SPECIFIED,Rs 77
39649,10/19/2009-18:22:27,HIGH,Rs 26
39654,9/30/2012-19:21:4,MEDIUM,Rs 11
39808,9/2/2012-10:50:9,LOW,Rs 54
39841,1/1/2010-3:6:54,MEDIUM,Rs 73
39847,4/4/2010-18:20:46,NOT SPECIFIED,Rs 45
39907,8/29/2010-12:2:42,LOW,Rs 78
40068,4/20/2010-2:34:14,LOW,Rs 27
40420,1/10/2011-10:42:59,HIGH,Rs 68
40485,12/27/2009-8:22:39,NOT SPECIFIED,Rs 6
40998,5/2/2009-21:11:52,MEDIUM,Rs 711
41091,5/24/2009-19:46:15,MEDIUM,Rs 11
41152,9/3/2011-5:32:21,HIGH,Rs 36
41157,4/16/2011-2:18:3,MEDIUM,Rs 51
41349,12/17/2011-22:33:44,CRITICAL,Rs 97
41440,9/22/2009-9:37:26,HIGH,Rs 57
41539,5/3/2011-18:24:43,HIGH,Rs 81
41574,9/20/2010-22:48:13,HIGH,Rs 29
41831,7/21/2012-15:25:9,NOT SPECIFIED,Rs 69
41888,2/28/2009-4:24:21,LOW,Rs 73
42054,9/14/2012-20:5:36,MEDIUM,Rs 79
42148,10/20/2011-4:6:34,CRITICAL,Rs 61
42338,11/2/2009-13:51:24,NOT SPECIFIED,Rs 69
42343,8/14/2009-18:58:34,CRITICAL,Rs 15
42467,10/14/2010-17:44:23,HIGH,Rs 11
42563,8/12/2010-21:56:58,MEDIUM,Rs 46
42567,1/11/2010-13:8:39,CRITICAL,Rs 76
42691,5/24/2010-23:22:28,LOW,Rs 11
42919,10/6/2011-11:58:7,MEDIUM,Rs 8
43010,10/9/2012-17:16:38,CRITICAL,Rs 21
43043,4/14/2012-19:7:19,CRITICAL,Rs 89
43170,5/13/2010-20:25:18,LOW,Rs 18
43397,5/12/2011-13:12:49,CRITICAL,Rs 3
43494,1/3/2012-23:9:11,MEDIUM,Rs 15
43682,8/27/2012-16:8:50,MEDIUM,Rs 28
43814,1/9/2011-2:25:45,MEDIUM,Rs 11
43815,6/13/2012-17:37:52,NOT SPECIFIED,Rs 38
43844,10/31/2010-22:25:21,HIGH,Rs 16
43846,2/26/2009-14:49:21,HIGH,Rs 62
43974,9/16/2009-2:55:40,NOT SPECIFIED,Rs 88
44003,11/17/2011-7:1:21,LOW,Rs 59
44069,1/2/2009-17:40:5,CRITICAL,Rs 91
44099,3/12/2012-18:30:14,MEDIUM,Rs 511
44133,1/6/2010-14:46:47,HIGH,Rs 97
44261,3/23/2012-5:49:41,HIGH,Rs 31
44323,8/7/2012-1:50:57,MEDIUM,Rs 59
44517,4/23/2009-14:6:40,MEDIUM,Rs 5
44549,1/22/2012-9:47:55,MEDIUM,Rs 37
44679,6/3/2012-5:4:1,MEDIUM,Rs 5
44836,9/11/2009-8:36:29,MEDIUM,Rs 85
45120,4/9/2009-20:12:19,CRITICAL,Rs 56
45158,4/10/2010-5:40:45,LOW,Rs 17
